codigo_tema,area_evaluada,tema_principal,canal_sugerido,youtube_url,youtube_video_id,titulo_video,descripcion,duracion_segundos,fecha_publicacion,idioma,tiene_subtitulos,view_count,like_count,nivel_dificultad,proceso_cognitivo,calidad_pedagogica,orden_sugerido,prerequisitos_video,fecha_verificacion,estado_disponibilidad,efectividad_historica,tiempo_promedio_visto,tags_pedagogicos
MAT031,Matemáticas,Desviación estándar,@julioelmateprofe,https://www.youtube.com/watch?v=gCYO6U6X7oM,gCYO6U6X7oM,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT032,Matemáticas,Teoría de conjuntos,@julioelmateprofe,https://www.youtube.com/watch?v=1FEGCiuLbVw,1FEGCiuLbVw,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT033,Matemáticas,Lógica proposicional,@julioelmateprofe,https://www.youtube.com/watch?v=P7YNIzWGKQs,P7YNIzWGKQs,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT034,Matemáticas,Inecuaciones lineales,@julioelmateprofe,https://www.youtube.com/watch?v=D3z0wQIhzP4,D3z0wQIhzP4,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT035,Matemáticas,Inecuaciones cuadráticas,@julioelmateprofe,https://www.youtube.com/watch?v=4MuG-SkgUek,4MuG-SkgUek,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT036,Matemáticas,Valor absoluto,@julioelmateprofe,https://www.youtube.com/watch?v=HXJZkP6fcAU,HXJZkP6fcAU,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT037,Matemáticas,Números complejos,@julioelmateprofe,https://www.youtube.com/watch?v=LiKC0BRnIUk,LiKC0BRnIUk,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT038,Matemáticas,Plano cartesiano,@julioelmateprofe,https://www.youtube.com/watch?v=E8GVqT_r5gQ,E8GVqT_r5gQ,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT039,Matemáticas,Transformaciones en el plano,@julioelmateprofe,https://www.youtube.com/watch?v=W2RVNfKHpvo,W2RVNfKHpvo,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT040,Matemáticas,Límites - Introducción,@julioelmateprofe,https://www.youtube.com/watch?v=o2UTk8bsLS0,o2UTk8bsLS0,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT041,Matemáticas,Derivadas - Introducción,@julioelmateprofe,https://www.youtube.com/watch?v=uK4-s0ojHFg,uK4-s0ojHFg,,,,,es,,,,,,,,,2025-08-17,activo,,,
MAT042,Matemáticas,Integrales - Introducción,@julioelmateprofe,https://www.youtube.com/watch?v=FrS8nNJqV0c,FrS8nNJqV0c,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC001,Sociales y Competencias Ciudadanas,Constitución de 1991,@colombiaaprende,https://www.youtube.com/watch?v=q3JYdpGvmBo,q3JYdpGvmBo,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC002,Sociales y Competencias Ciudadanas,Derechos fundamentales,@colombiaaprende,https://www.youtube.com/watch?v=IQE1K2f2E9c,IQE1K2f2E9c,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC003,Sociales y Competencias Ciudadanas,Mecanismos de protección,@colombiaaprende,https://www.youtube.com/watch?v=hdA8rcSsTnU,hdA8rcSsTnU,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC004,Sociales y Competencias Ciudadanas,Mecanismos de participación,@colombiaaprende,https://www.youtube.com/watch?v=LNgcvx7HMQk,LNgcvx7HMQk,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC005,Sociales y Competencias Ciudadanas,Ramas del poder público,@colombiaaprende,https://www.youtube.com/watch?v=9Tqu8xgqsL4,9Tqu8xgqsL4,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC006,Sociales y Competencias Ciudadanas,Organismos de control,@colombiaaprende,https://www.youtube.com/watch?v=j3vFRKz0agI,j3vFRKz0agI,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC007,Sociales y Competencias Ciudadanas,Multiculturalismo en Colombia,@colombiaaprende,https://www.youtube.com/watch?v=fJVwKhb3EfE,fJVwKhb3EfE,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC008,Sociales y Competencias Ciudadanas,Derecho Internacional Humanitario,@colombiaaprende,https://www.youtube.com/watch?v=nL3KqQ89eqQ,nL3KqQ89eqQ,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC009,Sociales y Competencias Ciudadanas,Justicia transicional,@colombiaaprende,https://www.youtube.com/watch?v=Y1P3M72c01o,Y1P3M72c01o,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC010,Sociales y Competencias Ciudadanas,Ilustración - Siglo XVIII,@colombiaaprende,https://www.youtube.com/watch?v=8mCGI8pOPCk,8mCGI8pOPCk,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC011,Sociales y Competencias Ciudadanas,Revolución Francesa,@colombiaaprende,https://www.youtube.com/watch?v=zqjrziJ98JM,zqjrziJ98JM,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC012,Sociales y Competencias Ciudadanas,Revolución Industrial,@colombiaaprende,https://www.youtube.com/watch?v=xPBFVKyHCyw,xPBFVKyHCyw,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC013,Sociales y Competencias Ciudadanas,Primera Guerra Mundial,@colombiaaprende,https://www.youtube.com/watch?v=pETHQ0P0IAM,pETHQ0P0IAM,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC014,Sociales y Competencias Ciudadanas,Segunda Guerra Mundial,@colombiaaprende,https://www.youtube.com/watch?v=pPjzYAjmHVw,pPjzYAjmHVw,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC015,Sociales y Competencias Ciudadanas,Guerra Fría,@colombiaaprende,https://www.youtube.com/watch?v=5qDzS-IVQSY,5qDzS-IVQSY,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC016,Sociales y Competencias Ciudadanas,Independencia de Colombia,@colombiaaprende,https://www.youtube.com/watch?v=lRWCgEfuHCY,lRWCgEfuHCY,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC017,Sociales y Competencias Ciudadanas,Patria Boba,@colombiaaprende,https://www.youtube.com/watch?v=MDZBQKLisOg,MDZBQKLisOg,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC018,Sociales y Competencias Ciudadanas,Guerra bipartidista,@colombiaaprende,https://www.youtube.com/watch?v=B_Bi3sKBrOk,B_Bi3sKBrOk,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC019,Sociales y Competencias Ciudadanas,Frente Nacional,@colombiaaprende,https://www.youtube.com/watch?v=M5I7AHgUDlk,M5I7AHgUDlk,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC020,Sociales y Competencias Ciudadanas,Violencia en Colombia siglo XX,@colombiaaprende,https://www.youtube.com/watch?v=3YNF2p1412U,3YNF2p1412U,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC021,Sociales y Competencias Ciudadanas,Conflicto armado colombiano,@colombiaaprende,https://www.youtube.com/watch?v=k5gr7xONhzw,k5gr7xONhzw,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC022,Sociales y Competencias Ciudadanas,Civilizaciones antiguas,@colombiaaprende,https://www.youtube.com/watch?v=vZHKM2Bjfr0,vZHKM2Bjfr0,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC023,Sociales y Competencias Ciudadanas,Grecia antigua,@colombiaaprende,https://www.youtube.com/watch?v=RUBRUgrCt5g,RUBRUgrCt5g,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC024,Sociales y Competencias Ciudadanas,Roma antigua,@colombiaaprende,https://www.youtube.com/watch?v=VGnz7E7MPQM,VGnz7E7MPQM,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC025,Sociales y Competencias Ciudadanas,Edad Media - Feudalismo,@colombiaaprende,https://www.youtube.com/watch?v=C-EuRkD93-M,C-EuRkD93-M,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC026,Sociales y Competencias Ciudadanas,Descubrimiento de América,@colombiaaprende,https://www.youtube.com/watch?v=UFUOH_e6x9U,UFUOH_e6x9U,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC027,Sociales y Competencias Ciudadanas,Colonialismo en América,@colombiaaprende,https://www.youtube.com/watch?v=2KPODENrdDI,2KPODENrdDI,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC028,Sociales y Competencias Ciudadanas,Independencias latinoamericanas,@colombiaaprende,https://www.youtube.com/watch?v=NNhhtHhCGMI,NNhhtHhCGMI,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC029,Sociales y Competencias Ciudadanas,Globalización,@colombiaaprende,https://www.youtube.com/watch?v=wYoP5u5m5pk,wYoP5u5m5pk,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC030,Sociales y Competencias Ciudadanas,Economía - Conceptos básicos,@colombiaaprende,https://www.youtube.com/watch?v=w9BcObVzJiU,w9BcObVzJiU,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC031,Sociales y Competencias Ciudadanas,Liberalismo y socialismo,@colombiaaprende,https://www.youtube.com/watch?v=Qf6e51YOKMo,Qf6e51YOKMo,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC032,Sociales y Competencias Ciudadanas,Geografía de Colombia,@colombiaaprende,https://www.youtube.com/watch?v=vOsHtqfJD84,vOsHtqfJD84,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC033,Sociales y Competencias Ciudadanas,Cartografía básica,@colombiaaprende,https://www.youtube.com/watch?v=F0z-1uj5RLU,F0z-1uj5RLU,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC034,Sociales y Competencias Ciudadanas,Resolución de conflictos,@colombiaaprende,https://www.youtube.com/watch?v=DVeQZitoVqE,DVeQZitoVqE,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC035,Sociales y Competencias Ciudadanas,Equidad de género,@colombiaaprende,https://www.youtube.com/watch?v=t-J5RN3wqKs,t-J5RN3wqKs,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC036,Sociales y Competencias Ciudadanas,Discriminación y prejuicios,@colombiaaprende,https://www.youtube.com/watch?v=1EYaM7FPwBw,1EYaM7FPwBw,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC037,Sociales y Competencias Ciudadanas,Pensamiento crítico,@colombiaaprende,https://www.youtube.com/watch?v=2jzOhzVBXuw,2jzOhzVBXuw,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC038,Sociales y Competencias Ciudadanas,Análisis de perspectivas,@colombiaaprende,https://www.youtube.com/watch?v=bq_LsTEXW3Q,bq_LsTEXW3Q,,,,,es,,,,,,,,,2025-08-17,activo,,,
SOC039,Sociales y Competencias Ciudadanas,Movimientos sociales Colombia,@colombiaaprende,https://www.youtube.com/watch?v=3W8Kp60xdJg,3W8Kp60xdJg,,,,,es,,,,,,,,,2025-08-17,activo,,,
